t,err_u,err_alpha,int_h,int_h_ref
9.297,0.0032141711269992688,0.007676489074284397,-5.166186235442051,-5.1689690154816885
9.3,0.0032228233253104033,0.007652872387549569,-5.166187916008496,-5.168970448648475
9.303,0.003231283496417666,0.00762930528370023,-5.166188712065243,-5.168971884130438
9.306000000000001,0.003239552056363892,0.007605628201958858,-5.166190712402387,-5.168973321881408
9.309000000000001,0.0032476262390997612,0.007581712578906342,-5.166192020258802,-5.168974761827722
9.312,0.0032555063486339967,0.007558025936009858,-5.166193807057552,-5.168976203919553
9.315,0.003263192124992512,0.007534061859236652,-5.166195146726522,-5.168977648090961
9.318,0.0032706817692726687,0.007510082949991005,-5.166196467694651,-5.168979094307051
9.321,0.003277975536633165,0.007486135371356634,-5.166198049031512,-5.1689805424749
9.324,0.003285072317180072,0.007461978692576802,-5.166199488068585,-5.16898199253003
9.327,0.003291972104895567,0.007437841830043242,-5.166201008185045,-5.168983444422113
9.33,0.0032986734655236394,0.007413457146261857,-5.166202366023912,-5.168984898072478
9.333,0.003305177675670568,0.00738925401491319,-5.16620409169105,-5.168986353410794
9.336,0.0033114832068766387,0.007365196794039974,-5.166205479344763,-5.168987810358213
9.339,0.0033175896317877533,0.007340586238374624,-5.166207026446258,-5.1689892688512264
9.342,0.003323500551947192,0.0073165354698663185,-5.166208439379055,-5.168990728801503
9.345,0.003329210798883693,0.007291871970534141,-5.166210036839792,-5.168992190150118
9.348,0.0033347243897322554,0.007267865549324698,-5.16621163744114,-5.168993652810493
9.351,0.003340039756277995,0.007243514392901859,-5.166212961470514,-5.168995116698737
9.354000000000001,0.003345158123138938,0.00721940801933912,-5.166214383478208,-5.168996581735688
9.357,0.0033500803303779503,0.007195209314817141,-5.166216212876505,-5.168998047829011
9.36,0.003354807374376699,0.007171349573104887,-5.166217740844842,-5.168999514909158
9.363,0.0033593381234154267,0.007147079799705155,-5.166219164414112,-5.169000982891264
9.366,0.0033636757268998047,0.007123596136925278,-5.166220392735383,-5.169002451685535
9.369,0.0033678211456907962,0.007099747038458586,-5.166221993611212,-5.16900392120646
9.372,0.0033717738871400353,0.007076193113761476,-5.166223193644568,-5.169005391368809
9.375,0.0033755367208322534,0.00705271617674424,-5.166224925891707,-5.169006862073142
9.378,0.0033791088989524936,0.007029226379796804,-5.166226626450487,-5.169008333238064
9.381,0.003382492418568825,0.007005940878312622,-5.166228401306584,-5.1690098047631405
9.384,0.0033856906484684836,0.006982982426800567,-5.166229770427612,-5.169011276568358
9.387,0.0033887052282282654,0.006960086251748024,-5.166231357832087,-5.169012748553742
9.39,0.003391537021485331,0.0069373905156180716,-5.166232844741711,-5.169014220633163
9.393,0.0033941889043004516,0.006914963879456637,-5.166234103779725,-5.1690156926907065
9.396,0.003396660235638423,0.006892790919843653,-5.166235787165462,-5.169017164646966
9.399000000000001,0.003398956705355874,0.006870845477011489,-5.166237327996041,-5.169018636407671
9.402000000000001,0.0034010787020887475,0.006849028029147401,-5.1662388326480295,-5.169020107874799
9.405,0.003403031424654222,0.006827626797840889,-5.166240266102558,-5.169021578947302
9.408,0.0034048165582411393,0.006806512537875715,-5.166241824663643,-5.169023049516362
9.411,0.0034064384031705923,0.006785685818432227,-5.166243597892367,-5.169024519499213
9.414,0.003407897440201651,0.0067650945111983685,-5.166245045712601,-5.169025988810691
9.417,0.0034091995639654077,0.006745017971782765,-5.16624646837363,-5.1690274573348685
9.42,0.0034103485141815664,0.00672539016307145,-5.166248006245884,-5.169028924968469
9.423,0.0034113494795030134,0.0067061233596538775,-5.166249751250176,-5.169030391607071
9.426,0.0034122061415697664,0.006687041028591253,-5.166251240957317,-5.169031857164923
9.429,0.003412922111123593,0.006668505659498816,-5.1662525201488805,-5.1690333215462445
9.432,0.0034135057586263994,0.006650409690142055,-5.166254358537211,-5.169034784629248
9.435,0.0034139612327598783,0.0066329635143028524,-5.166255356764,-5.1690362463340245
9.438,0.003414296422928244,0.006616407714684726,-5.166257063100956,-5.169037706547065
9.441,0.0034145161099165392,0.00660022535227578,-5.16625842299244,-5.169039165168266
9.444,0.0034146318096475504,0.006584650597761232,-5.166259994072861,-5.169040622090545
9.447000000000001,0.003414650514181779,0.0065694743084613915,-5.166261797453591,-5.169042077216427
9.450000000000001,0.003414583035935904,0.006555160265221658,-5.166263217007659,-5.169043530442493
9.453,0.003414439627667945,0.006541672601887576,-5.166264862830363,-5.169044981663812
9.456,0.003414234548257526,0.0065288464897875955,-5.166266257321554,-5.169046430777094
9.459,0.003413979281992762,0.00651665066946473,-5.166267634516046,-5.169047877709218
9.462,0.0034136994608660815,0.006504847184065544,-5.166269085002382,-5.169049322359472
9.465,0.0034134220540159455,0.006493585927808515,-5.166270609897999,-5.16905076463192
9.468,0.003413193436713541,0.006482790893148089,-5.166272159340011,-5.169052204427231
9.471,0.0034130627165235854,0.006472643999932279,-5.166273646064995,-5.16905364164064
9.474,0.003413038508984509,0.006462701748700419,-5.16627525960258,-5.169055076185487
9.477,0.0034130925699181404,0.006453735555564768,-5.166276753262246,-5.169056507957777
9.48,0.003413204051470069,0.006445142969118989,-5.166278188634366,-5.169057936883255
9.483,0.0034133586404734976,0.006436935329831644,-5.166280011250124,-5.169059362861744
9.486,0.003413544528354149,0.006429623082035016,-5.166281335216473,-5.169060785790292
9.489,0.0034137367961500097,0.006422508040048126,-5.166282969753642,-5.169062205582871
